citation,agency,organization,journal,university,book
"GMFMC. 2004. Final Environmental Impact Statement for the Generic Essential Fish Habitat Amendment to the following Fishery Management plans of the Gulf of Mexico: Shrimp Fishery of the Gulf of Mexico, United States waters; Red Drum Fishery of the Gulf of Mexico, Reef Fish Fishery of the Gulf of Mexico, Coastal Migratory Pelagic Resources (Mackerel) in the Gulf of Mexico and South Atlantic; Stone Crab Fishery of the Gulf of Mexico; Spiny Lobster Fishery of the Gulf of Mexico; Coral and Coral Reefs of the Gulf of Mexico. Gulf of Mexico Fishery Management Council, Tampa, Florida. ",Gulf of Mexico Fishery Management Council,,,,
"GMFMC. 2005. Amendment 13 to the Fishery Management Plan for the Shrimp Fishery of the Gulf. Gulf of Mexico Fishery Management Council, Tampa, Florida. ",Gulf of Mexico Fishery Management Council,,,,
"GMFMC. 2007. Amendment 27 to the reef fish fishery management plan and Amendment 14 to the shrimp fishery management plan. Gulf of Mexico Fishery Management Council, Tampa, Florida. ",Gulf of Mexico Fishery Management Council,,,,
"GMFMC. 2013. Framework action to establish funding responsibilities for the electronic logbook program in the shrimp fishery of the Gulf of Mexico. Gulf of Mexico Fishery Management Council, Tampa, Florida. ",Gulf of Mexico Fishery Management Council,,,,
"GMFMC. 2014. Adjustments to the Annual Catch Limit and Accountability Measure for Royal Red Shrimp, Amendment 16 to the Fishery Management Plan for the Shrimp Fishery of the Gulf of Mexico, U.S. Waters. Gulf of Mexico Fishery Management Council, Tampa, Florida. ",Gulf of Mexico Fishery Management Council,,,,
"GMFMC. 2015. Amendment 16 to the Fishery Management Plan for the Shrimp Fishery of the Gulf of Mexico, U.S. Waters. Gulf of Mexico Fishery Management Council, Tampa, Florida. ",Gulf of Mexico Fishery Management Council,,,,
"GMFMC. 2016a. Draft Options for Amendment 17B to the Fishery Management Plan for the Shrimp Fishery of the Gulf of Mexico, U.S. Waters. Gulf of Mexico Fishery Management Council, Tampa, Florida. ",Gulf of Mexico Fishery Management Council,,,,
"GMFMC. 2016b. Shrimp Permit Moratorium, Final Amendment 17A to the Fishery Management Plan for the Shrimp Fishery of the Gulf of Mexico, U.S. Waters. Gulf of Mexico Fishery Management Council, Tampa, Florida. ",Gulf of Mexico Fishery Management Council,,,,
"GMFMC and SAFMC. 1982a. Fishery Management Plan, Environmental Impact Statement, and Regulatory Impact Review for Spiny Lobster in the Gulf of Mexico and South Atlantic. Gulf of Mexico Fishery Management Council, Tampa, Florida and South Atlantic Fishery Management Council, North Charleston, South Carolina. ",Gulf of Mexico Fishery Management Council,,,,
"GMFMC and SAFMC. 1982b. Fishery Management Plan for Coral and Coral Reefs of the Gulf of Mexico and South Atlantic. Gulf of Mexico Fishery Management Council, Tampa, Florida and South Atlantic Fishery Management Council, North Charleston, South Carolina. ",Gulf of Mexico Fishery Management Council,,,,
"GMFMC and SAFMC. 1985. Fishery Management Plan and Environmental Impact Statement for Coastal Migratory Pelagic Resources (Mackerels) in the Gulf of Mexico and South Atlantic Region. Gulf of Mexico Fishery Management Council, Tampa, Florida and South Atlantic Fishery Management Council, North Charleston, South Carolina. ",Gulf of Mexico Fishery Management Council,,,,
"Gore, R.H. 1992. The Gulf of Mexico. Pineapple Press, Inc. Sarasota Florida. 384 pp. ",,,,,Book
"Graham, T.R. 2009. Scyphozoan jellies as prey for leatherback sea turtles off central California. Master’s Thesis. San Jose State University. ",,,,University,
"Groombridge, B. 1982. Kemp’s ridley or Atlantic ridley, Lepidochelys kempii (Garman 1980). The IUCN Amphibia, Reptilia Red Data Book, pp. 201-208. ",,,,,Book
"Groombridge, B., and R. Luxmoore. 1989. The green turtle and hawksbill (Reptilia: Cheloniidae): world status, exploitation and trade. Secretariat of the Convention on International Trade in Endangered Species of Wild Fauna and Flora, Lausanne, Switzerland. ",,Organization,,,
"Guinotte, J.M., and V.J. Fabry. 2008. Ocean acidification and its potential effects on marine ecosystems. In: The Year in Ecology and Conservation Biology 2008, pp. 320-342, R.S. Ostfeld and W.H. Schlesinger (eds.). Annals of the New York Academy of Sciences. ",,,,,Book
"Guseman, J.L., and L.M. Ehrhart. 1992. Ecological geography of Western Atlantic loggerheads and green turtles: evidence from remote tag recoveries. In: Proceedings of the 11th Annual Workshop on Sea Turtle Biology and Conservation, M. Salmon and J. Wyneken (compilers). NOAA Technical Memorandum NMFS-SEFC-302: 50. ",NOAA,,,,
"Heppell, S.S., M.L. Snover, and L. Crowder. 2003a. Sea turtle population ecology. Pages 275-306 in P. Lutz, J.A. Musick, and J. Wyneken (eds.), The Biology of Sea Turtles. CRC Press, Boca Raton, Florida. ",,,,,Book
"Heppell, S.S., L.B. Crowder, D.T. Crouse, S.P. Epperly, and N.B. Frazer. 2003b. Population models for Atlantic loggerheads: past, present, and future. Pages 255-273 in A. Bolten, and B. Witherington (eds.), Loggerhead Sea Turtles. Smithsonian Books, Washington, D.C. ",,,,,Book
"Heppell, S.S., S.A. Heppell, A.J. Read, and L.B. Crowder. 2005. Effects of fishing on long-lived marine organisms. In: Marine Conservation Biology: the Science of Maintaining the Sea’s Biodiversity, pp. 211-231, E.A. Norse and L.B. Crowder (eds.). Island Press, Washington, D.C. ",,,,,Book
"Hildebrand, H. 1982. A historical review of the status of sea turtle populations in the western Gulf of Mexico. In: Biology and Conservation of Sea Turtles, pp. 447-453, K. Bjorndal (ed.). Smithsonian Institution Press, Washington D.C. ",,,,,Book
"Hillis, Z., and A.L. Mackay. 1989. Research report on nesting and tagging of hawksbill sea turtles Eretmocheys imbricata at Buck Island Reef National Monument, U.S. Virgin Islands, 1987-88. National Park Service, purchase order PX 5380-8-0090. ",National Park Service,,,,
"Hines, K.L., R.A. Rulifson, J.D. Murray, and B. Hines. 1996. Skimmer trawl modifications to reduce bycatch in the inshore brown and pink shrimp fishery in North Carolina. National Marine Fisheries Service, Cooperative Programs Division Project Number 93-SER-049. ",NOAA,,,,
"Hirth, H.F. 1971. Synopsis of biological data on the green turtle Chelonia mydas (Linnaeus) 1758. Food and Agriculture Organization. ",,Organization,,,
"Holland, B.F., Jr. 1989. Evaluation of certified trawl efficiency devices (TEDs) in North Carolina’s nearshore ocean. Final Report project 2-439-R (funded in part by NMFS Award NA87WCD06100), North Carolina Division of Marine Fisheries, Morehead City, North Carolina. ",North Carolina Division of Marine Fisheries,,,,
"IAI. 2007. Preliminary impact assessment of Hurricane Katrina on coastal fishing communities of Mississippi, Alabama, and Louisiana. Impact Assessment, Inc. Technical report prepared for the National Oceanographic and Atmospheric Administration, National Marine Fisheries Service, Silver Spring, Maryland. 311pp. ",NOAA,,,,
"IAI. 2012. Small Business Impacts Associated with the 2010 Oil Spill and Drilling Moratorium in the Gulf of Mexico. Final Technical Report. Impact Assessment, Inc. Prepared for the U.S. Small Business Administration, Office of Advocacy. 147 pp. ",US Small Business Administration,,,,
"IPCC. 2007. Summary for policymakers. In: Climate Change 2007: The Physical Science Basis. Contribution of Working Group I to the Fourth Assessment Report of the Intergovernmental Panel on Climate Change, S. Solomon, D. Quin, M. Manning, Z. Chen, M. Marquis, K.B. Averyt, M. Tignor, and H.L. Miller (eds.). Cambridge University Press, New York.",,Organization,,,
"Jacobson, E.R., S.B. Simpson, Jr., and J.P. Sundberg. 1991. Fibropapillomas in green turtles. In: Research Plan for Marine Turtle Fibropapilloma, G.H. Balazs, and S.G. Pooley (eds.). NOAA Technical Memorandum NMFS-SWFSC-156: 99-100. ",NOAA,,,,
"Jennings, S., and M.J. Kaiser. 1998. The effects of fishing on marine ecosystems. In: Advances in Marine Biology, J.H.S. Blaxter, A.J. Southward, and P.A. Tyler (eds.), 34:201-352. ",,,,,Book
"Jepson, M., and L.L. Colburn. 2013. Development of social indicators of fishing community vulnerability and resilience in the U.S. Southeast and Northeast Regions. U.S. Dept. of Commerce, NOAA Technical Memorandum NMFS-F/SPO-129, 64 pp. ",NOAA,,,,
"Johnson, S.A., and L.M. Ehrhart. 1994. Nest-site fidelity of the Florida green turtle. In: Proceedings of the 13th Annual Symposium on Sea Turtle Biology and Conservation, B.A. Schroeder and B.E. Witherington (compilers). NOAA Technical Memorandum NMFS-SEFSC-341: 83. ",NOAA,,,,
"Lagueux, C.J. 2001. Status and distribution of the green turtle, Chelonia mydas, in the wider Caribbean region. Pages 32-35 in K.L. Eckert and F.A. Abreu Grobois (eds.), Marine Turtle Conservation in the Wider Caribbean Region - A Dialogue for Effective Regional Management, Santo Domingo, Dominican Republic. ",,,,,Book
"Lalli, C.M., and T.R. Parsons. 1997. Biological oceanography: an introduction. Second Edition. Elsevier, Butterworth, and Heinemann, New York. ",,,,,Book
"LDWF. 2016. Shrimp fishery management plan 2015. Louisiana Department of Wildlife and Fisheries, Office of Fisheries, Baton Rouge, Louisiana. 158 pp. ",Louisiana Department of Wildlife and Fisheries,,,,
"Lezama, C. 2009. Impacto de la pesqueria artesanal sobre la tortoga verde (Chelonia mydas) en las costas del Rio de la Plata exterior. Universidad de la República. ",,,,University,
"Liese, C. 2011. 2009 Economics of the federal Gulf shrimp fishery annual report. NOAA Fisheries, Southeast Fisheries Science Center, Miami, Florida. ",NOAA,,,,
"Liese, C. 2013a. 2010 Economics of the federal Gulf shrimp fishery annual report. NOAA Fisheries, Southeast Fisheries Science Center, Miami, Florida. ",NOAA,,,,
"Liese, C. 2013b. 2011 Economics of the federal Gulf shrimp fishery annual report. NOAA Fisheries, Southeast Fisheries Science Center, Miami, Florida. ",NOAA,,,,
"Liese, C. 2013c. 2011 Economics of the federal South Atlantic shrimp fisheries annual report. NOAA Fisheries, Southeast Fisheries Science Center, Miami, Florida. ",NOAA,,,,
"Liese, C. 2014. Economics of the federal Gulf shrimp fishery—2012. NOAA Technical Memorandum NMFS-SEFSC-668, 26 pp. ",NOAA,,,,
"Liese, C. 2016. 2013 Economics of the federal Gulf shrimp fishery annual report. NOAA Fisheries, Southeast Fisheries Science Center, Miami, Florida. ",NOAA,,,,
"Liese, C., and M.D. Travis. 2010. The annual economic survey of federal Gulf shrimp permit holders: implementation and descriptive results for 2008. NOAA Technical Memorandum NMFS-SEFSC-601. ",NOAA,,,,
"Liese, C., M.D. Travis, D. Pina, and J.R. Waters. 2009a. The annual economic survey of federal Gulf shrimp permit holders: report on the design, implementation, and descriptive results for 2006. NOAA Technical Memorandum NMFS-SEFSC-584. ",NOAA,,,,
"Liese, C., M.D. Travis, and J.R. Waters. 2009b. The annual economic survey of federal Gulf shrimp permit holders: implementation and descriptive results for 2007. NOAA Technical Memorandum NMFS-SEFSC-590. ",NOAA,,,,
"Limpus, C.J., and J.D. Miller. 2000. Final report for Australian hawksbill turtle population dynamics project. Queensland Parks and Wildlife Service. ",Queensland Parks and Wildlife Service,,,,
"Lindeboom, H.J., and S.J. de Groot. 1998. Impact II: The effects of different types of fisheries on the North Sea and Irish Sea benthic ecosystems. NIOZ Rapport 1998-1, 404 pp. ",,Organization,,,
"López-Mendilaharsu, M., A. Estrades, M.A.C. Caraccio, M. Hernández, and V. Quirici. 2006. Biología, ecología yetología de las tortugas marinas en la zona costera uru-guaya, Montevideo, Uruguay. Vida Silvestre, Uruguay. ",,Organization,,,
"Lutcavage, M.E., and P.L. Lutz. 1997. Diving physiology. In: Biology and Conservation of Sea Turtles, pp. 387-410, P.L. Lutz and J.A. Musick (eds.). CRC Press, Boca Raton, Florida. ",,,,,Book
"Lutcavage, M., P. Plotkin, B. Witherington, and P. Lutz. 1997. Human impacts on sea turtle survival. Pages 387-409 in P. Lutz and J.A. Musick (eds.), The Biology of Sea Turtles, Volume 1. CRC Press, Boca Raton, Florida. ",,,,,Book
"Mackay, A.L. 2006. 2005 sea turtle monitoring program the East End beaches (Jack’s, Isaac’s, and East End Bay), St. Croix, U.S. Virgin Islands. Nature Conservancy. ",,Organization,,,
"Maharaj, A.M. 2004. A comparative study of the nesting ecology of the leatherback turtle Dermochelys coriacea in Florida and Trinidad. University of Central Florida, Orlando, Florida. ",,,,University,
"Marcovaldi, N., B.B. Gifforni, H. Becker, F.N. Fiedler, and G. Sales. 2009. Sea turtle interactions in coastal net fisheries in Brazil. U.S. National Marine Fisheries Service, Southeast Fisheries Science Center: Honolulu, Hawaii. ",NOAA,,,,
"Márquez M., R. 1990. Sea turtles of the world. An annotated and illustrated catalogue of sea turtle species known to date. Food and Agriculture Organization of the United Nations. Rome, Italy. ",,Organization,,,
"Márquez M., R. 1994. Synopsis of biological data on the Kemp’s ridley sea turtle, Lepidochelys kempii (Garman, 1880). National Oceanic and Atmospheric Administration, National Marine Fisheries Service, Southeast Fisheries Science Center. ",NOAA,,,,
"Matos, R. 1986. Sea turtle hatchery project with specific reference to the leatherback turtle (Dermochelys coriacea), Humacao, Puerto Rico 1986. Puerto Rico Department of Natural Resources, de Tierra, Puerto Rico. ",Puerto Rico Department of Natural Resources,,,,
"McNutt, M, R. Camilli, G. Guthrie, P. Hsieh, V. Labson, B. Lehr, D. Maclay, A. Ratzel, and M. Sogge. 2011. Assessment of flow rate estimates for the Deepwater Horizon / Macondo well oil spill. Flow Rate Technical Group report to the National Incident Command, Interagency Solutions Group, March 10, 2011. ",,Organization,,,
"Meylan, A.B., B. Schroeder, and A. Mosier. 1995. Sea turtle nesting activity in the state of Florida. Florida Marine Research Publications, No. 52. ",,Organization,,,
"Miller, J.D. 1997. Reproduction in sea turtles. Pages 51-58 in P. L. Lutz, and J.A. Musick (eds.), The Biology of Sea Turtles. CRC Press, Boca Raton, Florida. ",,,,,Book
"Miller, A.L., and J.C. Isaacs. 2011. An Economic Survey of the Gulf of Mexico Inshore Shrimp Fishery: Implementation and Descriptive Results for 2008. Gulf States Marine Fisheries Commission Publication Number 195. Ocean Springs, Mississippi. ",,Organization,,,
"Miller, A.L., and J.C. Isaacs. 2014. An Economic Survey of the U.S. Gulf of Mexico Inshore Shrimp Fishery: Descriptive Results for 2012. Gulf States Marine Fisheries Commission Publication, Publication Number 227. Ocean Springs, Mississippi. ",,Organization,,,
"Milliken, T., and H. Tokunaga. 1987. The Japanese sea turtle trade 1970-1986. TRAFFIC (JAPAN), Center for Environmental Education, Washington, D.C. ",,Organization,,,
"Milton S.L., and P.L. Lutz. 2003. Environmental and physiological stress. In: The Biology of Sea Turtles, Volume 2, P.L. Lutz, J. Musick, and J. Wyneken (eds.). CRC Press, Boca Raton, Florida. ",,,,,Book
"Milton, S., P. Lutz, G. Shigenaka, R.Z. Hoff, R.A. Yender, and A.J. Mearns. 2003. Oil and sea turtles: biology, planning and response. National Oceanic and Atmospheric Administration National Ocean Service, Office of Response and Restoration, Hazardous Materials Response Division, August 2003. ",NOAA,,,,
"Mo, C.L. 1988. Effect of bacterial and fungal infection on hatching success of olive ridley sea turtle eggs. World Wildlife Fund-U.S. ",,Organization,,,
"Mortimer, J.A., and M. Donnelly. 2008. Hawksbill turtle (Eretmochelys imbricata). International Union for Conservation of Nature and Natural Resources. ",,Organization,,,
"Murphy, T.M., and S.R. Hopkins. 1984. Aerial and ground surveys of marine turtle nesting beaches in the southeast region. National Oceanic and Atmospheric Administration, National Marine Fisheries Service, Southeast Fisheries Center. ",NOAA,,,,
"Musick, J.A., and C.J. Limpus. 1997. Habitat utilization and migration in juvenile sea turtles. Pages 137-163 in P.L. Lutz, and J.A. Musick (eds.), The Biology of Sea Turtles. CRC Press, New York, New York. ",,,,,Book
"Nance, J., W. Keithly, Jr., C. Caillouet, Jr., J. Cole, W. Gaidry, B. Gallaway, W. Griffin, R. Hart, and M. Travis. 2006. Estimation of effort, maximum sustainable yield, and maximum economic yield in the shrimp fishery of the Gulf of Mexico. Report of the Ad Hoc Shrimp Effort Working Group to the Gulf of Mexico Fishery Management Council, 85 pp. ",Gulf of Mexico Fishery Management Council,,,,
"NCDMF. 2015. North Carolina shrimp fishery management plan, draft Amendment 1. North Carolina Department of Environment and Natural Resources, North Carolina Division of Marine Fisheries, Morehead City, North Carolina. 519 pp. ",North Carolina Department of Environment and Natural Resources,,,,
"Nelson, D.M. 1992. Distribution and abundance of fishes and invertebrates in Gulf of Mexico Estuaries, Volume I: data summaries. ELMR Report No. 10. NOAA/NOS Strategic Environmental Assessments Division, Rockville, Maryland, 273 pp. ",NOAA,,,,
"Nichols, S. 1984. Updated assessment of brown, white, and pink shrimp in the U.S. Gulf of Mexico. National Marine Fisheries Service, Southeast Fisheries Center, Miami, Florida, 21 pp. ",NOAA,,,,
"NMFS. 1991. Recovery plan for the humpback whale. (Megaptera novaengliae). Prepared by the Humpback Whale Recovery Team for the National Marine Fisheries Service, Silver Spring, Maryland, 105 pp. ",NOAA,,,,
"NMFS. 1998a. Recovery plan for the blue whale (Balaenoptera musculus). Prepared by Reeves R.R., P.J. Clapham, R.L. Brownell, Jr., and G.K. Silber for the National Marine Fisheries Service, Silver Spring, Maryland. ",NOAA,,,,
"NMFS. 1998b. Recovery plan for the shortnose sturgeon (Acipenser brevirostrum). Prepared by the Shortnose Sturgeon Recovery Team for the National Marine Fisheries Service, Silver Spring, Maryland, 104 pp. ",NOAA,,,,
"NMFS. 2001. Stock assessments of loggerhead and leatherback sea turtles and an assessment of the impact of the pelagic longline fishery on the loggerhead and leatherback sea turtles of the western North Atlantic. National Oceanic and Atmospheric Administration, National Marine Fisheries Service, Southeast Fisheries Science Center. ",NOAA,,,,
"NMFS. 2002a. Endangered Species Act Section 7 consultation on shrimp trawling in the Southeastern United States, under the sea turtle conservation regulations and as managed by the fishery management plans for shrimp in the South Atlantic and Gulf of Mexico. December 2, 2002. ",NOAA,,,,
"NMFS. 2002b. Regulatory Impact Review and Regulatory Flexibility Act Analysis for Making Technical Changes to TEDs to Enhance Turtle Protection in the Southeastern United States Under Sea Turtle Conservation Regulations. National Marine Fisheries Service, St. Petersburg, Florida, 55 pp. ",NOAA,,,,
"NMFS. 2005. Recovery plan for the North Atlantic right whale (Eubalaena glacialis). National Marine Fisheries Service, Silver Spring, Maryland. ",NOAA,,,,
"NMFS. 2006a. Final consolidated Atlantic highly migratory species fishery management plan. July 2006. National Marine Fisheries Service, Office of Sustainable Fisheries, Highly Migratory Species Management Division, Silver Spring, Maryland. ",NOAA,,,,
"NMFS. 2006b. Endangered Species Act Section 7 consultation on the continued authorization of snapper-grouper fishing in the U.S. South Atlantic exclusive economic zone (EEZ) as managed under the Snapper-Grouper Fishery Management Plan (SGFMP) of the South Atlantic region, including Amendment 13C to the SGFMP. June 7, 2006. ",NOAA,,,,
"NMFS. 2007. Status review of Atlantic sturgeon (Acipenser oxyrinchus oxyrinchus). Prepared by the Atlantic Sturgeon Status Review Team for the National Marine Fisheries Service, Northeast Regional Office, 174 pp. ",NOAA,,,,
"NMFS. 2008. Final environmental impact statement to implement vessel operational measures to reduce ship strikes to North Atlantic right whales. National Marine Fisheries Service, Silver Spring, Maryland. ",NOAA,,,,
"NMFS. 2009a. An assessment of loggerhead sea turtles to estimate impacts of mortality on population dynamics. National Oceanic and Atmospheric Administration, National Marine Fisheries Service, Southeast Fisheries Science Center, PRD-08/09-14. ",NOAA,,,,
"NMFS. 2009b. Smalltooth sawfish recovery plan. National Marine Fisheries Service, Silver Spring, Maryland. ",NOAA,,,,
"NMFS. 2010a. Recovery plan for the fin whale (Balaenoptera physalus). National Marine Fisheries Service, Silver Spring, Maryland, 121 pp. ",NOAA,,,,
"NMFS. 2010b. U.S. Atlantic and Gulf of Mexico marine mammal stock assessments: 2010. G.T. Waring, E. Josephson, K. Maze-Foley, and P.E. Rosel (eds.). NOAA Technical Memorandum NMFS-NE-219, National Marine Fisheries Service, Silver Spring, Maryland. ",NOAA,,,,
"NMFS. 2011. Preliminary summer 2010 regional abundance estimate of loggerhead turtles (Caretta caretta) in Northwestern Atlantic Ocean continental shelf waters. U.S. Department of Commerce, Northeast Fisheries Science Center, Reference Document 11-03. ",NOAA,,,,
"NMFS. 2013. National observer program annual report: 2012. National Marine Fisheries Service, Silver Spring, Maryland, 38 pp. ",NOAA,,,,
"NMFS. 2014. Reinitiation of Endangered Species Act (ESA) Section 7 consultation on the continued implementation of the sea turtle conservation regulations under the ESA and the continued authorization of the Southeast U.S. shrimp fisheries in federal waters under the Magnuson-Stevens Fishery Conservation and Management Act (MSFMCA). Consultation No. SER-2013-12255. April 18, 2014. ",NOAA,,,,
"NMFS. 2015. Fisheries of the United States, 2014. U.S. Department of Commerce, NOAA Current Fishery Statistics No.2014. ",NOAA,,,,
"NMFS and USFWS. 1991a. Recovery plan for the U.S. population of Atlantic green turtle. National Marine Fisheries Service, Washington, D.C., 58 pp. ",NOAA,,,,
"NMFS and USFWS. 1991b. Recovery plan for the U.S. population of loggerhead turtle. National Marine Fisheries Service, Washington, D.C., 64 pp. ",NOAA,,,,
"NMFS and USFWS. 1992. Recovery plan for leatherback turtles in the U.S. Caribbean, Atlantic, and Gulf of Mexico. National Marine Fisheries Service, Washington, D.C., 65 pp. ",NOAA,,,,
"NMFS and USFWS. 1993. Recovery plan for hawksbill turtles in the U.S. Caribbean Sea, Atlantic Ocean, and Gulf of Mexico. National Marine Fisheries Service, St. Petersburg, Florida. ",NOAA,,,,
"NMFS and USFWS. 1995. Status reviews for sea turtles listed under the Endangered Species Act of 1973. National Marine Fisheries Service, Silver Spring, Maryland, 139 pp. ",NOAA,,,,
"NMFS and USFWS. 1998a. Recovery plan for the U.S. Pacific population of the green turtle (Chelonia mydas). National Marine Fisheries Service, Silver Spring, Maryland. ",NOAA,,,,
"NMFS and USFWS. 1998b. Recovery plan for the U.S. Pacific population of the leatherback turtle (Dermochelys coriacea). National Marine Fisheries Service, Silver Spring, Maryland. ",NOAA,,,,
"NMFS and USFWS. 2007a. Green sea turtle (Chelonia mydas) 5-year review: summary and evaluation. National Marine Fisheries Service, Silver Spring, Maryland, 102 pp. ",NOAA,,,,
"NMFS and USFWS. 2007b. Hawksbill sea turtle (Eretmochelys imbricata) 5-year review: summary and evaluation. National Marine Fisheries Service, Silver Spring, Maryland, 90 pp. ",NOAA,,,,
"NMFS and USFWS. 2007c. Kemp’s ridley sea turtle (Lepidochelys kempii) 5-year review: summary and evaluation. National Marine Fisheries Service, Silver Spring, Maryland, 50 pp. ",NOAA,,,,
"NMFS and USFWS. 2007d. Leatherback sea turtle (Dermochelys coriacea) 5-year review: summary and evaluation. National Marine Fisheries Service, Silver Spring, Maryland, 79 pp. ",NOAA,,,,
"NMFS and USFWS. 2007e. Loggerhead sea turtle (Caretta caretta) 5-year review: summary and evaluation. National Marine Fisheries Service, Silver Spring, Maryland, 65 pp. ",NOAA,,,,
"NMFS and USFWS. 2008. Recovery plan for the Northwest Atlantic population of the loggerhead turtle (Caretta caretta), second revision. National Marine Fisheries Service, Washington, D.C., 325 pp. ",NOAA,,,,
"NMFS and USFWS. 2013a. Hawksbill sea turtle (Eretmochelys imbricata) 5-year review: summary and evaluation. NOAA, National Marine Fisheries Service, Office of Protected Resources and U.S. Fish and Wildlife Service, Southeast Region, Jacksonville Ecological Services Office.",NOAA,,,,
"NMFS and USFWS. 2013b. Leatherback sea turtle (Dermochelys coriacea) 5-year review: summary and evaluation. NOAA, National Marine Fisheries Service, Office of Protected Resources and U.S. Fish and Wildlife Service, Southeast Region, Jacksonville Ecological Services Office. ",NOAA,,,,
"NMFS, USFWS, and SEMARNAT. 2011. Bi-national recovery plan for the Kemp’s ridley sea turtle (Lepidochelys kempii), second revision. National Marine Fisheries Service, Silver Spring, Maryland. ",NOAA,,,,
"NRC. 1990. Decline of the sea turtles: causes and prevention. National Research Council, Washington, D.C. ",,Organization,,,
"Ogren, L.H. 1989. Distribution of juvenile and subadult Kemp’s ridley sea turtles: preliminary results from 1984-1987 surveys. Pages 116-123 in C.W. Caillouet Jr., and A.M. Landry Jr. (eds.), First International Symposium on Kemp’s Ridley Sea Turtle Biology, Conservation and Management. Texas A&M University, Sea Grant College, Galveston, Texas. ",,,,University,
"Parsons, J.J. 1972. The hawksbill turtle and the tortoise shell trade. Pages 45-60 in Études de Géographie Tropicale Offertes a Pierre Gourou. Mouton, Paris, France. ",,Organization,,,
"Pattillo, M.E., T.E. Czapla, D.M. Nelson, and M.E. Monaco. 1997. Distribution and abundance of fishes and invertebrates in Gulf of Mexico estuaries, Volume II: species life history summaries. ELMR Report No. 11. NOAA/NOS Strategic Environmental Assessment Division, Silver Spring, Maryland, 377 pp. ",NOAA,,,,
"Plotkin, P.T. 2003. Adult migrations and habitat use. Pages 225-241 in P.L. Lutz, J.A. Musick, and J. Wyneken (eds.), The Biology of Sea Turtles, Volume 2. CRC Press, Boca Raton, Florida. ",,,,,Book
"Plotkin, P.T., and A.F. Amos. 1988. Entanglement in and ingestion of marine debris by sea turtles stranded along the South Texas coast. Page 7 in Supplemental Deliverables under Entanglement-Debris Task No. 3. Debris, Entanglement and Possible Causes of Death in Stranded Sea Turtles (FY88).",,Organization,,,
"Plotkin, P.T., and A.F. Amos. 1990. Effects of anthropogenic debris on sea turtles in the northwestern Gulf of Mexico. Pages 736-743 in R.S. Shoumura and M.L. Godfrey (eds.), Proceedings of the Second Internntional Conference on Marine Debris. NOAA Technical Memorandum NMFS SWFSC-154. U.S. Department of Commerce, Honolulu, Hawaii. ",NOAA,,,,
"Price, A.B., and J.L. Gearhart. 2011. Evaluations of turtle excluder device (TED) performance in the U.S. Southeast Atlantic and Gulf of Mexico skimmer trawl fisheries. NOAA Technical Memorandum NMFS-SEFSC-615, 15 pp. ",NOAA,,,,
"Pritchard, P.C.H., and P. Trebbau. 1984. The turtles of Venezuela. Society for the Study of Amphibians. ",,Organization,,,
"Pritchard, P.C.H., P. Bacon, F.H. Berry, A. Carr, J. Feltemyer, R.M. Gallagher, S. Hopkins, R. Lankford, M.R. Marquez, L.H. Ogren, W. Pringle, Jr., H. Reichart, and R. Witham. 1983. Manual of sea turtle research and conservation techniques, second edition. Center for Environmental Education, Washington, D.C. ",,Organization,,,
"Pulver, J.R., E. Scott-Denton, and J.A. Williams. 2012. Characterization of the U.S. Gulf of Mexico skimmer trawl fishery based on observer coverage. NOAA Technical Memorandum NMFS-SEFSC-636, 27 pp. ",NOAA,,,,
"Pulver, J.R., E. Scott-Denton, and J.A. Williams. 2014. Observer coverage of the 2013 Gulf of Mexico skimmer trawl fishery. NOAA Technical Memorandum NMFS-SEFSC-654, 25 pp. ",NOAA,,,,
"Rebel, T.P. 1974. Sea turtles and the turtle industry of the West Indies, Florida and the Gulf of Mexico. University of Miami Press, Coral Gables, Florida. ",,,,,Book
"Renaud, M., G. Gitschlag, E. Klima, A. Shah, J. Nance, C. Caillouet, Z. Zein-Eldin, D. Koi, and F. Patella. 1990. Evaluation of the impacts of turtle excluder devices (TEDs) on shrimp catch rates in the Gulf of Mexico and South Atlantic, March 1988 through July 1989. NOAA Technical Memorandum NMFS-SEFC-254. ",NOAA,,,,
"Rivas-Zinno, F. 2012. Captura incidental de tortugas marinas en Bajos del Solis, Uruguay. Universidad de la Republica Uruguay, Departamento de Ecologia y Evolucion. ",,,,University,
"Ruben, H.J, and S.J. Morreale. 1999. Draft biological assessment for sea turtles in New York and New Jersey Harbor Complex. Unpublished Biological Assessment submitted to National Marine Fisheries Service. ",NOAA,,,,
"SAFMC. 1983. Fishery Management Plan, Regulatory Impact Review and Final Environmental Impact Statement for the Snapper Grouper Fishery of the South Atlantic Region. South Atlantic Fishery Management Council, North Charleston, South Carolina. ",South Atlantic Fishery Management Council,,,,
"SAFMC. 1993. Fishery Management Plan for the Shrimp Fishery of the South Atlantic Region. South Atlantic Fishery Management Council, North Charleston, South Carolina. ",South Atlantic Fishery Management Council,,,,
"SAFMC. 1995. Fishery Management Plan for the Golden Crab Fishery of the South Atlantic Region. South Atlantic Fishery Management Council, North Charleston, South Carolina. ",South Atlantic Fishery Management Council,,,,
