"Aircraft Cost Calculator (ACC), 2020a. BOEING 737-200 Price and Operating Costs. Available at: <https://www.aircraftcostcalculator.com/AircraftOperatingCosts/372/Boeing+737-200>. Accessed June 10, 2020. "
"ACC, 2020b. CESSNA 208B Grand Caravan EX Price and Operating Costs. Available at: <https://www.aircraftcostcalculator.com/AircraftOperatingCosts/501/Cessna+208B+Grand+Caravan+EX>. Accessed June 10, 2020. "
"Air Force Civil Engineer Center (AFCEC), 2018. Air Emissions Guide for Air Force Mobile Sources, Method for Estimating Emissions of Air Pollutants for Mobile Sources at U.S. Air Force Installations. August 2018. Available online at: <https://aqhelp.com/AQdocs.html>. Accessed February 11, 2020. "
"Airnav.com, 2020. Airport Information Database. Available online at: <http://www.airnav.com/airports/>. "
"Alaska Channel, 2020. “Denali (Mt. McKinley) Viewpoints: Great Places to See the Great One.” Available online at: <https://www.alaska.org/guide/mt-mckinley-viewpoints>. Accessed March 2020. "
"Alaska Department of Commerce, Community, and Economic Development (ADCCED), 2020. Online Community Database. Available online at: <https://dcra-cdo-dcced.opendata.arcgis.com/>. Accessed February 14, 2020. "
"Alaska Department of Education & Early Development, 2020. Data Center Statistics and Reports. Available online at: <https://education.alaska.gov/data-center>. Accessed February 14, 2020. "
"Alaska Department of Environmental Conservation (ADEC), 2017. Stationary Source Air Emissions Inventory, 2017. Available online at: <https://dec.alaska.gov/Applications/Air/airtoolsweb/PointSourceEmissionInventory>. Accessed April 2, 2020. "
"ADEC, 2018. Department of Environmental Conservation Air Quality Operating Permit No. AQ0318TVP04. Issued February 22, 2018. "
"ADEC, 2020a. 18 AAC 50. Air quality control. Available online at: <http://www.legis.state.ak.us/basis/aac.asp#18.50>. Accessed January 9, 2020. "
"ADEC, 2020b. Alaska Department of Environmental Conservation – Contaminated Site Locations with Cleanup Chronology Reports from Alaska DEC. Available online at: <https://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/Search>. Accessed July 14, 2020. "
